TransID,Date,AprCode,EmployeeID,StdRate,EmployeeName,Hours,CostCode,Description,BilledAmt,Comments
29213,2013-11-15,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
29214,2013-11-15,110,45,450,Ingrid Jordan,2.5,215,CRM - Build Phase,1125,CRM - Build Phase
29224,2013-11-15,110,9,150,Donavan Fritz,1,420,AppDev - Build,150,AppDev-Build
29231,2013-11-15,110,12,900,Finley Salazar,2,430,AppDev - Quality,1800,AC2012
29238,2013-11-15,110,14,150,Izabella Sellers,0.5,453,BI - Build,75,BI - Budgeting Build Phase
29239,2013-11-15,110,58,300,Lorelai Davies,3.5,453,BI - Build,840,Update change request
29240,2013-11-15,110,58,300,Lorelai Davies,1,453,BI - Build,300,BI - Budgeting Build Phase
29251,2013-11-15,110,68,750,Walter Conner,3,457,BI - Integration,1800,BI - SSIS Package Design
29288,2013-11-16,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
29289,2013-11-16,110,41,300,Donna Hall,2,190,ERP - Production Support,600,70-461 prep
29291,2013-11-16,110,1,600,Abbie Sanchez,3,190,ERP - Production Support,1800,ERP - Production Support
29295,2013-11-16,110,31,150,Allie Rocha,3.5,190,ERP - Production Support,420,Update search refiners by mapping crawl properties to managed properties
29300,2013-11-16,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,Project Server/SharePoint enterprise site template and project site functionality review
29302,2013-11-16,110,22,150,Makenna Novak,1.5,400,AppDev - Design,225,AppDev-Genl Reqmt & Architect
29322,2013-11-16,110,38,150,Brooke Holmes,3.5,450,BI - Envisioning,525,BI - Envisioning
29324,2013-11-16,110,15,450,Jack Zuniga,1,450,BI - Envisioning,450,BI - Envisioning
29330,2013-11-16,110,58,300,Lorelai Davies,1,453,BI - Build,300,BI - Budgeting Build Phase
29335,2013-11-16,110,37,150,Bianca Hardin,3.5,456,BI - Testing,420,BI - Acceptance Testing
29387,2013-11-17,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
29389,2013-11-17,110,41,300,Donna Hall,0,190,ERP - Production Support,0,ERP - Production Support
29390,2013-11-17,110,41,300,Donna Hall,1.5,190,ERP - Production Support,450,Staging and data warehouse table design and data load grouping modifications and validations
29393,2013-11-17,110,1,600,Abbie Sanchez,0.5,190,ERP - Production Support,300,ERP - Production Support
29394,2013-11-17,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,ERP - Production Support
29406,2013-11-17,110,34,150,Ashtyn Andrade,3.5,410,AppDev - Technical Spec,420,Develop Technical Specifications
29423,2013-11-17,110,15,450,Jack Zuniga,3.5,450,BI - Envisioning,1260,BI - Envisioning
29430,2013-11-17,110,24,150,Maximo Bradley,1,453,BI - Build,150,BI - Budgeting Build Phase
29454,2013-11-17,110,9,150,Donavan Fritz,3.5,490,Application Development Support,420,Application Development Support
29483,2013-11-18,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,ERP - Production Support
29484,2013-11-18,110,33,600,Areli Davenport,3.5,190,ERP - Production Support,2100,ERP - Production Support
29486,2013-11-18,110,1,600,Abbie Sanchez,2.5,190,ERP - Production Support,1500,ERP - Production Support
29487,2013-11-18,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,ERP - Production Support
29500,2013-11-18,110,22,150,Makenna Novak,1.5,410,AppDev - Technical Spec,225,Develop Technical Specifications
29517,2013-11-18,110,38,150,Brooke Holmes,2,450,BI - Envisioning,300,BI - Envisioning
29528,2013-11-18,110,24,150,Maximo Bradley,1,456,BI - Testing,150,BI - Acceptance Testing
29556,2013-11-18,110,9,150,Donavan Fritz,2.5,495,App Dev - Project Management,375,App Dev - Project Management
29557,2013-11-18,110,68,750,Walter Conner,1,495,App Dev - Project Management,750,App Dev - Project Management
29585,2013-11-19,110,1,600,Abbie Sanchez,1,190,ERP - Production Support,600,ERP - Production Support
29597,2013-11-19,110,59,150,Luciano Griffith,3,215,CRM - Build Phase,450,CRM - Build Phase
29612,2013-11-19,110,17,150,Jayvion Parrish,3.5,425,AppDev - Testing,420,AppDev-Testing
29616,2013-11-19,110,29,150,Zariah Francis,2.5,435,AppDev - Documentation,375,Review proposed folder structure
29626,2013-11-19,110,14,150,Izabella Sellers,1,453,BI - Build,150,resolve issues with Job for AR Aging in Development and UAT
29627,2013-11-19,110,62,150,Neveah Whitney,1,453,BI - Build,150,BI - Budgeting Build Phase
29628,2013-11-19,110,16,450,Jair Donovan,3.5,453,BI - Build,1260,SSIS Package remediation walkthrough and review
29654,2013-11-19,110,12,900,Finley Salazar,0.5,490,Application Development Support,450,AC2012
29697,2013-11-20,110,59,150,Luciano Griffith,0,215,CRM - Build Phase,0,CRM - Build Phase
29705,2013-11-20,110,44,300,Gavyn Welch,3.5,410,AppDev - Technical Spec,840,"CAS-24657-H9D1: Investigate issue with On Hold Register Report, test modifications"
29713,2013-11-20,110,22,150,Makenna Novak,2,430,AppDev - Quality,300,AppDev-Defect Resolution
29716,2013-11-20,110,29,150,Zariah Francis,3.5,435,AppDev - Documentation,420,AppDev-User Guide/Document
29720,2013-11-20,110,8,300,Denzel Kaufman,2.5,450,BI - Envisioning,750,CAS-24183-H4L4: Investigate commission vouchers including 'J210626'. Review logs and plug-in code. Test plug-in
29730,2013-11-20,110,24,150,Maximo Bradley,1,453,BI - Build,150,SharePoint workflow testing
29731,2013-11-20,110,24,150,Maximo Bradley,1,453,BI - Build,150,BI - Budgeting Build Phase
29772,2012-06-26,110,22,150,Makenna Novak,0.5,190,ERP - Production Support,75,ERP - Production Support
29775,2012-06-26,110,6,150,Dane Macdonald,1.5,190,ERP - Production Support,225,ERP - Production Support
29776,2012-06-26,110,6,150,Dane Macdonald,0.5,190,ERP - Production Support,75,Update Summary maintenance notification workflow and notification to include store affress
29791,2012-06-26,110,49,450,Kaitlynn Christian,3.5,215,CRM - Build Phase,1575,Custom border styling web part validations
29800,2012-06-26,110,17,150,Jayvion Parrish,1,405,AppDev - Business Requirements,150,Requirements Definition
29801,2012-06-26,110,17,150,Jayvion Parrish,3.5,405,AppDev - Business Requirements,525,Requirements Definition
29835,2012-06-26,110,68,750,Walter Conner,3,457,BI - Integration,2250,BI - SSIS Package Design
29871,2012-06-27,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,CRM - Build Phase
29889,2012-06-27,110,12,900,Finley Salazar,1.5,430,AppDev - Quality,1350,AC2012
29915,2012-06-27,110,54,300,Kylan Hale,0.5,458,BI - Quality,150,BI - Reporting Build Phase
29929,2012-06-27,110,44,300,Gavyn Welch,2,495,App Dev - Project Management,600,trouble shoot issue with PRR Drilldown report
29949,2012-06-28,110,18,300,Jazmin Marks,3,190,ERP - Production Support,900,ERP - Production Support
29955,2012-06-28,110,6,150,Dane Macdonald,1,190,ERP - Production Support,150,ERP - Production Support
29970,2012-06-28,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
30007,2012-06-28,110,68,750,Walter Conner,2,457,BI - Integration,1500,BI - SSIS Package Design
30039,2012-06-29,110,18,300,Jazmin Marks,4,190,ERP - Production Support,1200,Meeting with Ariff to extract the POs
30043,2012-06-29,110,6,150,Dane Macdonald,1.5,190,ERP - Production Support,225,Follow ups
30061,2012-06-29,110,59,150,Luciano Griffith,0.5,215,CRM - Build Phase,75,CRM - Build Phase
30100,2012-06-29,110,68,750,Walter Conner,0.5,457,BI - Integration,375,BI - SSIS Package Design
30103,2012-06-29,110,54,300,Kylan Hale,1.5,458,BI - Quality,450,BI - Reporting Build Phase
30107,2012-06-29,110,43,300,Eugene Ritter,2.5,458,BI - Quality,750,BI - Reporting Build Phase
30135,2012-06-30,110,6,150,Dane Macdonald,1,190,ERP - Production Support,150,ERP - Production Support
30151,2012-06-30,110,23,300,Mariela Vaughan,2,215,CRM - Build Phase,600,CRM - Build Phase
30170,2012-06-30,110,2,150,Adyson Herring,2,430,AppDev - Quality,300,AppDev-Defect Resolution
30171,2012-06-30,110,12,900,Finley Salazar,3,430,AppDev - Quality,0,AC2012
30177,2012-06-30,110,44,300,Gavyn Welch,1,435,AppDev - Documentation,300,Meeting  and . Discussion on following steps of the projects. Requested reports for validation from Payroll Manager at .
30186,2012-06-30,110,47,300,Joseph Garrison,1,453,BI - Build,300,BI - Budgeting Build Phase
30236,2012-07-01,110,6,150,Dane Macdonald,1,190,ERP - Production Support,150,ERP - Production Support
30237,2012-07-01,110,6,150,Dane Macdonald,3.5,190,ERP - Production Support,525,ERP - Production Support
30269,2012-07-01,110,44,300,Gavyn Welch,2,435,AppDev - Documentation,600,AppDev-User Guide/Document
30282,2012-07-01,110,37,150,Bianca Hardin,1.5,453,BI - Build,225,BI - Budgeting Build Phase
30290,2012-07-01,110,54,300,Kylan Hale,1,458,BI - Quality,300,meeting with Christy over reports
30311,2012-07-01,110,58,300,Lorelai Davies,2.5,495,App Dev - Project Management,750,App Dev - Project Management
30327,2012-07-02,110,22,150,Makenna Novak,3.5,190,ERP - Production Support,525,ERP - Production Support
30342,2012-07-02,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CAS-25401-H4N4: Review ad contract creation
30362,2012-07-02,110,12,900,Finley Salazar,5.5,430,AppDev - Quality,0,AC2012
30364,2012-07-02,110,44,300,Gavyn Welch,2,435,AppDev - Documentation,600,AppDev-User Guide/Document
30368,2012-07-02,110,68,750,Walter Conner,2.5,450,BI - Envisioning,1875,BI - Envisioning
30438,2012-07-03,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,CRM - Build Phase
30439,2012-07-03,110,59,150,Luciano Griffith,0.5,215,CRM - Build Phase,75,CRM - Build Phase
30440,2012-07-03,110,23,300,Mariela Vaughan,2,215,CRM - Build Phase,600,"hand off report to PM, discuss how to requirements for laying out report"
30486,2012-07-03,110,54,300,Kylan Hale,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
30519,2012-07-04,110,18,300,Jazmin Marks,3.5,190,ERP - Production Support,1050,ERP - Production Support
30520,2012-07-04,110,22,150,Makenna Novak,1,190,ERP - Production Support,150,ERP - Production Support
30535,2012-07-04,110,67,300,Triston Hurley,1.5,215,CRM - Build Phase,450,CRM - Build Phase
30536,2012-07-04,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CRM - Build Phase
30539,2012-07-04,110,61,600,Naomi Blackwell,0.5,215,CRM - Build Phase,300,CRM - Build Phase
30556,2012-07-04,110,68,750,Walter Conner,0.5,450,BI - Envisioning,375,BI - Envisioning
30564,2012-07-04,110,37,150,Bianca Hardin,2,453,BI - Build,300,BI - Budgeting Build Phase
30574,2012-07-04,110,10,300,Eve Lopez,2,458,BI - Quality,600,BI - Reporting Build Phase
30592,2012-07-04,110,50,450,Kallie Austin,6,495,App Dev - Project Management,0,Requirements scope document
30631,2012-07-05,110,49,450,Kaitlynn Christian,0.5,215,CRM - Build Phase,225,CRM - Build Phase
30632,2012-07-05,110,67,300,Triston Hurley,1,215,CRM - Build Phase,300,CRM - Build Phase
30633,2012-07-05,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,Created different scenarios to run the report. Meeting with team to try to optimize the report. Created different scenarios for analysis. Re-created report sugGG Partnersted by solver - optimized tabs.
30634,2012-07-05,110,23,300,Mariela Vaughan,1,215,CRM - Build Phase,300,Refine workflow definition with AP business user
30635,2012-07-05,110,23,300,Mariela Vaughan,3.5,215,CRM - Build Phase,1050,Activating Microsoft partner account.
30667,2012-07-05,110,37,150,Bianca Hardin,2,453,BI - Build,300,BI - Budgeting Build Phase
30672,2012-07-05,110,37,150,Bianca Hardin,2,456,BI - Testing,300,"Deployment document for Customer Reporting Name, Revenue by Store and Income Statement by Job"
30679,2012-07-05,110,54,300,Kylan Hale,2,458,BI - Quality,600,"Meeting to further define scope around Revenue by Store, reported revenue, and resource group mapping with key business decision maker"
30684,2012-07-05,110,43,300,Eugene Ritter,2,458,BI - Quality,600,BI - Reporting Build Phase
30729,2012-07-06,110,67,300,Triston Hurley,1.5,215,CRM - Build Phase,450,CRM - Build Phase
30730,2012-07-06,110,59,150,Luciano Griffith,3,215,CRM - Build Phase,450,CRM - Build Phase
30735,2012-07-06,110,61,600,Naomi Blackwell,1,215,CRM - Build Phase,600,SSIS Package Visual studio 2008 development data flow staging task functionality review
30768,2012-07-06,110,58,300,Lorelai Davies,1,456,BI - Testing,300,Status meeting and follow up planning
30791,2012-07-06,110,44,300,Gavyn Welch,2,495,App Dev - Project Management,600,App Dev - Project Management
30813,2012-07-07,110,18,300,Jazmin Marks,1,190,ERP - Production Support,300,ERP - Production Support
30835,2012-07-07,110,23,300,Mariela Vaughan,0.5,215,CRM - Build Phase,150,Investigate dashboard SSRS error
30839,2012-07-07,110,61,600,Naomi Blackwell,2,215,CRM - Build Phase,1200,"Weekly Meeting, transition Revenue by Store"
30853,2012-07-07,110,2,150,Adyson Herring,1,430,AppDev - Quality,150,AppDev-Defect Resolution
30869,2012-07-07,110,37,150,Bianca Hardin,1,456,BI - Testing,150,Understanding Balance Sheet Query. Tied back the BS consolidated report to the TTL Inc reporting package. Added dimension of company into the warehouse design. Exported list of accounts. Analyzed P&L.
30874,2012-07-07,110,10,300,Eve Lopez,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
30883,2012-07-07,110,47,300,Joseph Garrison,3.5,495,App Dev - Project Management,0,App Dev - Project Management
30926,2012-07-08,110,67,300,Triston Hurley,0.5,215,CRM - Build Phase,150,Prep for Microsoft Dynamics Sure Step exam
30927,2012-07-08,110,67,300,Triston Hurley,3.5,215,CRM - Build Phase,1050,"CAS-25292-K2M6: Review triggers, plugins, stored procedures and workflows. Update email address to helpdesk@rtui.com"
30949,2012-07-08,110,68,750,Walter Conner,1,450,BI - Envisioning,750,BI - Envisioning
30954,2012-07-08,110,47,300,Joseph Garrison,1.5,453,BI - Build,450,BI - Budgeting Build Phase
30961,2012-07-08,110,58,300,Lorelai Davies,3.5,456,BI - Testing,1050,BI - Acceptance Testing
30962,2012-07-08,110,68,750,Walter Conner,1,457,BI - Integration,750,Document escalated case workflows and proposed solution. Prototype solution.
31012,2012-07-09,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
31013,2012-07-09,110,23,300,Mariela Vaughan,1.5,215,CRM - Build Phase,450,CRM - Build Phase
31030,2012-07-09,110,2,150,Adyson Herring,1,430,AppDev - Quality,150,AppDev-Defect Resolution
31039,2012-07-09,110,16,450,Jair Donovan,2,450,BI - Envisioning,900,Business intelligence assessment.
31049,2012-07-09,110,37,150,Bianca Hardin,2.5,453,BI - Build,375,investigate requested open items
31054,2012-07-09,110,58,300,Lorelai Davies,3.5,456,BI - Testing,1050,BI - Acceptance Testing
31056,2012-07-09,110,68,750,Walter Conner,1,457,BI - Integration,750,BI - SSIS Package Design
31060,2012-07-09,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,BI - Reporting Build Phase
31061,2012-07-09,110,10,300,Eve Lopez,0.5,458,BI - Quality,150,BI - Reporting Build Phase
31067,2012-07-09,110,5,150,Amara Ruiz,3.5,458,BI - Quality,525,BI - Reporting Build Phase
31088,2012-07-10,110,22,150,Makenna Novak,3.5,190,ERP - Production Support,525,ERP - Production Support
31111,2012-07-10,110,59,150,Luciano Griffith,0.5,215,CRM - Build Phase,75,CRM - Build Phase
31112,2012-07-10,110,23,300,Mariela Vaughan,1,215,CRM - Build Phase,300,Work with PM to gather Analysis Services queries
31128,2012-07-10,110,2,150,Adyson Herring,2,430,AppDev - Quality,300,AppDev-Defect Resolution
31131,2012-07-10,110,44,300,Gavyn Welch,1,435,AppDev - Documentation,300,"CAS-25430-P8Q8: Create user, test login"
31146,2012-07-10,110,16,450,Jair Donovan,3,453,BI - Build,1350,BI - Budgeting Build Phase
31230,2012-07-11,110,12,900,Finley Salazar,0.5,430,AppDev - Quality,450,AC2012
31233,2012-07-11,110,44,300,Gavyn Welch,1,435,AppDev - Documentation,300,AppDev-User Guide/Document
31236,2012-07-11,110,16,450,Jair Donovan,0.5,450,BI - Envisioning,225,BI - Envisioning
31237,2012-07-11,110,68,750,Walter Conner,1,450,BI - Envisioning,750,Data warehouse loading review and validations
31256,2012-07-11,110,10,300,Eve Lopez,1,458,BI - Quality,300,BI - Reporting Build Phase
31260,2012-07-11,110,5,150,Amara Ruiz,1,458,BI - Quality,150,BI - Reporting Build Phase
31292,2012-07-12,110,49,450,Kaitlynn Christian,0.5,215,CRM - Build Phase,225,Update repeating task workflow and validate
31293,2012-07-12,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,Meeting with Xtreme. Follow up Meeting to Discuss Dashboard Options Next Steps.
31294,2012-07-12,110,59,150,Luciano Griffith,2.5,215,CRM - Build Phase,375,CRM - Build Phase
31295,2012-07-12,110,23,300,Mariela Vaughan,1,215,CRM - Build Phase,300,CRM - Build Phase
31330,2012-07-12,110,37,150,Bianca Hardin,1,453,BI - Build,150,BI - Budgeting Build Phase
31331,2012-07-12,110,47,300,Joseph Garrison,2,453,BI - Build,600,BI - Budgeting Build Phase
31344,2012-07-12,110,5,150,Amara Ruiz,1,458,BI - Quality,150,Project sync up
31395,2012-07-13,110,59,150,Luciano Griffith,2.5,215,CRM - Build Phase,375,CRM - Build Phase
31412,2012-07-13,110,35,150,Azaria Andersen,2,430,AppDev - Quality,300,AppDev-Defect Resolution
31417,2012-07-13,110,16,450,Jair Donovan,2.5,450,BI - Envisioning,1125,BI - Envisioning
31430,2012-07-13,110,16,450,Jair Donovan,1,457,BI - Integration,450,BI - SSIS Package Design
31434,2012-07-13,110,10,300,Eve Lopez,1,458,BI - Quality,300,BI - Reporting Build Phase
31435,2012-07-13,110,10,300,Eve Lopez,2,458,BI - Quality,600,BI - Reporting Build Phase
31475,2012-07-14,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,CRM - Build Phase
31478,2012-07-14,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CRM - Build Phase
31497,2012-07-14,110,2,150,Adyson Herring,1,430,AppDev - Quality,150,CAS-23797-J9K5: Integrated batch trigger validations for passed commissions batch
31504,2012-07-14,110,68,750,Walter Conner,2,450,BI - Envisioning,1500,BI - Envisioning
31512,2012-07-14,110,37,150,Bianca Hardin,3.5,453,BI - Build,525,BI - Budgeting Build Phase
31522,2012-07-14,110,10,300,Eve Lopez,3.5,458,BI - Quality,1050,Create vendor onboarding UAT document
31562,2012-07-15,110,53,600,Kendal Colon,2,190,ERP - Production Support,1200,ERP - Production Support
31563,2012-07-15,110,53,600,Kendal Colon,1.5,190,ERP - Production Support,900,ERP - Production Support
31596,2012-07-15,110,37,150,Bianca Hardin,1,453,BI - Build,150,"Data cleanup - merge duplicate accounts, correct opportunity stage"
31606,2012-07-15,110,58,300,Lorelai Davies,0.5,456,BI - Testing,150,BI - Acceptance Testing
31612,2012-07-15,110,5,150,Amara Ruiz,1,458,BI - Quality,150,BI - Reporting Build Phase
31613,2012-07-15,110,5,150,Amara Ruiz,1.5,458,BI - Quality,225,BI - Reporting Build Phase
31614,2012-07-15,110,10,300,Eve Lopez,3,458,BI - Quality,900,BI - Reporting Build Phase
31644,2012-07-16,110,65,150,Ruth Jacobs,1,190,ERP - Production Support,150,Create UAT document for
31651,2012-07-16,110,53,600,Kendal Colon,2.5,190,ERP - Production Support,1500,ERP - Production Support
31652,2012-07-16,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,CRM - Build Phase
31683,2012-07-16,110,47,300,Joseph Garrison,1,453,BI - Build,300,Investigate and mitigate UAT jobs failing
31700,2012-07-16,110,10,300,Eve Lopez,2,458,BI - Quality,600,BI - Reporting Build Phase
31731,2012-07-17,110,22,150,Makenna Novak,2,190,ERP - Production Support,300,CAS-24593-G9K8: Review create cycle plugin and cycles created
31732,2012-07-17,110,22,150,Makenna Novak,1,190,ERP - Production Support,150,ERP - Production Support
31747,2012-07-17,110,3,150,Ahmad Haas,3.5,190,ERP - Production Support,525,Meeting with M2M admin and controller at TTL Inc (PM S and branch manager's).
31751,2012-07-17,110,23,300,Mariela Vaughan,1.5,215,CRM - Build Phase,450,CRM - Build Phase
31762,2012-07-17,110,12,900,Finley Salazar,2,415,AppDef - Application Model,1800,AC2012
31771,2012-07-17,110,68,750,Walter Conner,1,450,BI - Envisioning,750,"CAS-24159-X5J0: Review Historical Statevoice report, modify report, test"
31789,2012-07-17,110,5,150,Amara Ruiz,0.5,458,BI - Quality,75,BI - Reporting Build Phase
31812,2012-07-18,110,22,150,Makenna Novak,2.5,190,ERP - Production Support,375,code review chanGG Partners for Revenue by Store
31819,2012-07-18,110,65,150,Ruth Jacobs,1,190,ERP - Production Support,150,Process review meeting with business decision makers accounting team
31825,2012-07-18,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
31828,2012-07-18,110,59,150,Luciano Griffith,2,215,CRM - Build Phase,300,Review and prepare UAT and PRD server information
31829,2012-07-18,110,59,150,Luciano Griffith,0.5,215,CRM - Build Phase,75,Prep work for form review meeting
31841,2012-07-18,110,12,900,Finley Salazar,2,415,AppDef - Application Model,1800,AC2012
31852,2012-07-18,110,16,450,Jair Donovan,2,450,BI - Envisioning,900,BI - Envisioning
31877,2012-07-18,110,10,300,Eve Lopez,0.5,458,BI - Quality,150,BI - Reporting Build Phase
31901,2012-07-19,110,22,150,Makenna Novak,1,190,ERP - Production Support,150,ERP - Production Support
31907,2012-07-19,110,65,150,Ruth Jacobs,2.5,190,ERP - Production Support,375,"modify database (OES_BI_Staging, OES_BI_RelationalDW) for Daily Revenue, modify cube (OES_BI) to add new tables, measure, and calculationss"
31914,2012-07-19,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
31939,2012-07-19,110,16,450,Jair Donovan,1,450,BI - Envisioning,450,BI - Envisioning
31940,2012-07-19,110,16,450,Jair Donovan,2,450,BI - Envisioning,900,BI - Envisioning
31941,2012-07-19,110,68,750,Walter Conner,1.5,450,BI - Envisioning,1125,BI - Envisioning
31965,2012-07-19,110,5,150,Amara Ruiz,2,458,BI - Quality,300,BI - Reporting Build Phase
31966,2012-07-19,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,BI - Reporting Build Phase
31967,2012-07-19,110,10,300,Eve Lopez,0.5,458,BI - Quality,150,Project site borders implementation
32001,2012-07-20,110,65,150,Ruth Jacobs,2.5,190,ERP - Production Support,375,ERP - Production Support
32007,2012-07-20,110,3,150,Ahmad Haas,1.5,190,ERP - Production Support,225,Project Site modified document libraries site template development
32008,2012-07-20,110,3,150,Ahmad Haas,2.5,190,ERP - Production Support,375,ERP - Production Support
32014,2012-07-20,110,23,300,Mariela Vaughan,3.5,215,CRM - Build Phase,1050,CRM - Build Phase
32040,2012-07-20,110,37,150,Bianca Hardin,1,453,BI - Build,150,BI - Budgeting Build Phase
32051,2012-07-20,110,16,450,Jair Donovan,4,457,BI - Integration,1800,BI - SSIS Package Design
32059,2012-07-20,110,5,150,Amara Ruiz,1,458,BI - Quality,150,BI - Reporting Build Phase
32060,2012-07-20,110,10,300,Eve Lopez,1,458,BI - Quality,300,BI - Reporting Build Phase
32101,2012-07-21,110,3,150,Ahmad Haas,4,190,ERP - Production Support,600,Review project plan and architecture with team
32125,2012-07-21,110,35,150,Azaria Andersen,1,430,AppDev - Quality,150,AppDev-Defect Resolution
32131,2012-07-21,110,68,750,Walter Conner,0.5,450,BI - Envisioning,375,BI - Envisioning
32147,2012-07-21,110,37,150,Bianca Hardin,2.5,456,BI - Testing,375,"Training. ChanGG Partners to templates with PM, fixing all dimensions flowing through Analysis Services (Funding Source, Fun Class, F.Code)  - Training at the museum."
32148,2012-07-21,110,16,450,Jair Donovan,1,457,BI - Integration,450,Meeting with  and PM to fix issues with the SSIS packaGG Partners.
32154,2012-07-21,110,10,300,Eve Lopez,2.5,458,BI - Quality,750,BI - Reporting Build Phase
32155,2012-07-21,110,21,150,Leanna Mayo,3,458,BI - Quality,450,BI - Reporting Build Phase
32179,2012-07-22,110,18,300,Jazmin Marks,2,190,ERP - Production Support,600,"Meeting with client / PM over Requirements documentation. Analyze chanGG Partners needed  based on client's comments, modify document."
32198,2012-07-22,110,59,150,Luciano Griffith,1.5,215,CRM - Build Phase,225,CRM - Build Phase
32199,2012-07-22,110,59,150,Luciano Griffith,2.5,215,CRM - Build Phase,375,CRM - Build Phase
32213,2012-07-22,110,12,900,Finley Salazar,5.5,415,AppDef - Application Model,4950,AC2012
32228,2012-07-22,110,47,300,Joseph Garrison,2,453,BI - Build,600,BI - Budgeting Build Phase
32244,2012-07-22,110,10,300,Eve Lopez,1,458,BI - Quality,300,"deploy, test packaGG Partners and jobs in Test enviroment"
32278,2012-07-23,110,18,300,Jazmin Marks,3,190,ERP - Production Support,900,ERP - Production Support
32279,2012-07-23,110,18,300,Jazmin Marks,7,190,ERP - Production Support,0,ERP - Production Support
32301,2012-07-23,110,59,150,Luciano Griffith,1,215,CRM - Build Phase,150,CRM - Build Phase
32326,2012-07-23,110,37,150,Bianca Hardin,1.5,453,BI - Build,225,fix issue with Analysis Services reporting on my machine
32339,2012-07-23,110,21,150,Leanna Mayo,2,458,BI - Quality,300,BI - Reporting Build Phase
32355,2012-07-23,110,44,300,Gavyn Welch,1,495,App Dev - Project Management,300,App Dev - Project Management
32414,2012-07-24,110,68,750,Walter Conner,0.5,450,BI - Envisioning,375,BI - Envisioning
32415,2012-07-24,110,68,750,Walter Conner,6,450,BI - Envisioning,4500,AC2012
32425,2012-07-24,110,58,300,Lorelai Davies,1,456,BI - Testing,300,BI - Acceptance Testing
32426,2012-07-24,110,16,450,Jair Donovan,2.5,457,BI - Integration,1125,BI - SSIS Package Design
32445,2012-07-24,110,13,300,Hector Sanders,0.5,490,Application Development Support,150,Application Development Support
32481,2013-11-21,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,ERP - Production Support
32482,2013-11-21,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
32484,2013-11-21,110,1,600,Abbie Sanchez,0.5,190,ERP - Production Support,300,GP scripts validations
32485,2013-11-21,110,1,600,Abbie Sanchez,1,190,ERP - Production Support,600,ERP - Production Support
32486,2013-11-21,110,53,600,Kendal Colon,2,190,ERP - Production Support,1200,Project follow up on Daily Reported Revenue and distribution of documents
32494,2013-11-21,110,6,150,Dane Macdonald,2,190,ERP - Production Support,300,ERP - Production Support
32504,2013-11-21,110,22,150,Makenna Novak,2,400,AppDev - Design,300,AppDev-Genl Reqmt & Architect
32509,2013-11-21,110,44,300,Gavyn Welch,1,410,AppDev - Technical Spec,300,Develop Technical Specifications
32520,2013-11-21,110,22,150,Makenna Novak,3.5,435,AppDev - Documentation,420,Discuss unbilled revenue deadlock remediation
32529,2013-11-21,110,24,150,Maximo Bradley,3.5,453,BI - Build,420,BI - Budgeting Build Phase
32530,2013-11-21,110,24,150,Maximo Bradley,1,453,BI - Build,150,BI - Budgeting Build Phase
32555,2013-11-21,110,12,900,Finley Salazar,3.5,490,Application Development Support,0,AC2012
32581,2013-11-22,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
32584,2013-11-22,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,ERP - Production Support
32590,2013-11-22,110,6,150,Dane Macdonald,2,190,ERP - Production Support,300,ERP - Production Support
32591,2013-11-22,110,41,300,Donna Hall,1.5,190,ERP - Production Support,450,Forecast update.
32592,2013-11-22,110,41,300,Donna Hall,1,190,ERP - Production Support,300,ERP - Production Support
32597,2013-11-22,110,45,450,Ingrid Jordan,2.5,215,CRM - Build Phase,1125,CRM - Build Phase
32606,2013-11-22,110,22,150,Makenna Novak,2,410,AppDev - Technical Spec,300,Forecast meeting and pre-forecast update
